"ID","AMPI__GEOGRAPHIC_AREA__R.ID","AMPI__GEOGRAPHIC_AREA__R.AMPI__TYPE__C","AMPI__PROJECT__R.NAME","AMPI__PROJECT__R.ID","AMPI__PROJECT__R.PROGRAMME_LOCATION__C"
"a0Y1i000004PdS3EAK","a0I1i000004MNs8EAG","Programme Unit","SOS Emergency Care Paediatrics and Maternity Hospital, Somalia 2011-2012","a0i1i000002i5IUAAY",""
"a0Y1i000004PdS4EAK","a0I1i000004MNs8EAG","Programme Unit","SOS Emergency Paediatric and Maternity Care 2010-2011","a0i1i000002i5IVAAY",""
"a0Y1i000004PdS5EAK","a0I1i000004MNs8EAG","Programme Unit","SOS Emergency Care Paediatric and Maternity Hospital, Somalia 2009-2010","a0i1i000002i5IWAAY",""
"a0Y1i000004PdS6EAK","a0I1i000004MNs8EAG","Programme Unit","SOS CVI Mother and Child Health Care Programme 2014","a0i1i000002i5IXAAY",""
"a0Y1i000004PdS7EAK","a0I1i000004MNs8EAG","Programme Unit","SOS CVI Mother and Child Health Care Programme 2015","a0i1i000002i5IfAAI",""
"a0Y1i000004PdS8EAK","a0I1i000004MNs8EAG","Programme Unit","SOS CVI's Mother and Child Health Care Programme, Somalia 2016","a0i1i000002i5JBAAY",""
"a0Y1i000004PdS9EAK","a0I1i000004MNs8EAG","Programme Unit","Human. Assistance for Conflict and Drought-Affected IDPs and Host Populations","a0i1i000002i5JCAAY",""
"a0Y1i000004PdSAEA0","a0I1i000004MOg4EAG","Programme Unit","Emergency Response Project - SOS Macedonia","a0i1i000002i5ODAAY",""
"a0Y1i0000056YkaEAE","a0I1i000004MMAWEA4","Country","ODW: Mental Health Champions Uganda","a0i1i000002iIP2AAM",""
"a0Y1i0000056YukEAE","a0I1i000004MM8REAW","Country","Grow up is great!","a0i1i000002iIPvAAM",""
"a0Y1i0000056YwgEAE","a0I1i000004MM8REAW","Country","Entrepreneurship Without Borders","a0i1i000002iIQKAA2",""
"a0Y1i0000056ZBqEAM","a0I1i000004MLc4EAG","Country","Innovative partnership for life skills and employability opportunities","a0i1i000002iIRhAAM",""
"a0Y1i0000056a8EEAQ","a0I1i000004MM9WEAW","Country","Enhancing Children’s & Youth’s E-Learning Capacities","a0i1i000002iIU7AAM",""
"a0Y1i0000056a92EAA","a0I1i000004MM8REAW","Country","E-ducation: Everyone is on board","a0i1i000002iIVPAA2",""
"a0Y1i0000056a97EAA","a0I1i000004MM8REAW","Country","#ZeroSilence","a0i1i000002iIVjAAM",""
"a0Y1i0000056aMBEAY","a0I1i000004MM8lEAG","Country","Culturas de Paz","a0i1i000002iIWmAAM",""
"a0Y1i0000056aQXEAY","a0I1i000004MM8REAW","Country","No One is left behind","a0i1i000002iIYTAA2",""
"a0Y1i0000056bCbEAI","a0I1i000004MM8ZEAW","Country","Handbook for early prevention of abandonment - SOS Bulgaria","a0i1i000002i5ZtAAI",""
"a0Y1i0000056bDPEAY","a0I1i000004MM8REAW","Country","WE2gether: women&men empowerment - SOS Belarus","a0i1i000002i5MBAAY",""
"a0Y1i000004PdLhEAK","a0I1i000004MOfbEAG","Programme Unit","Risks and prevention of Commercial Sexual Exploitation - SOS Lithuania","a0i1i000002i5NxAAI",""
"a0Y1i000004PdLiEAK","a0I1i000004MOfeEAG","Programme Unit","Risks and prevention of Commercial Sexual Exploitation - SOS Lithuania","a0i1i000002i5NxAAI",""
"a0Y1i000004PdMREA0","a0I1i000004MOTMEA4","Programme Unit","Sembrando Educación Integral en la primera infancia","a0i1i000002i5GaAAI",""
"a0Y1i000004PdMSEA0","a0I1i000004MOeqEAG","Programme Unit","Childrens dreams - SOS CV Lekenik","a0i1i000002i5TNAAY",""
"a0Y1i000004PdMTEA0","a0I1i000004MOepEAG","Programme Unit","Early intervention SOS CV Ladimirevci","a0i1i000002i5TLAAY",""
"a0Y1i000004PdMUEA0","a0I1i000004MOepEAG","Programme Unit","Safe mobility - purchase of a vehicle SOS CV Ladimirevci","a0i1i000002i5TMAAY",""
"a0Y1i000004PdMVEA0","a0I1i000004MNzaEAG","Programme Unit","Projet Mouwakaba pour l'amélioration des condition des Jeunes avant et après 18","a0i1i000002i5UlAAI",""
"a0Y1i000004PdMWEA0","a0I1i000004MNzcEAG","Programme Unit","L'éducation parentale et son impact sur la socialisation des enfants PEC","a0i1i000002i5EHAAY",""
"a0Y1i000004PdNWEA0","a0I1i000004MOghEAG","Programme Unit","Educational activities for children in FSP","a0i1i000002i5ONAAY",""
"a0Y1i000004PdNXEA0","a0I1i000004MOghEAG","Programme Unit","Healty life - the manual - SOS Poland","a0i1i000002i5OVAAY",""
"a0Y1i000004PdNYEA0","a0I1i000004MOg2EAG","Programme Unit","Strengthening capacities of local governments for development of social programs","a0i1i000002i5OBAAY",""
"a0Y1i000004PdNZEA0","a0I1i000004MOg2EAG","Programme Unit","FSP in Shuto Orizari - SOS Macedonia","a0i1i000002i5RjAAI",""
"a0Y1i000004PdNaEAK","a0I1i000004MOg2EAG","Programme Unit","SOS Resource Child Centre-Shuto Orizari - SOS Macedonia","a0i1i000002i5ZlAAI",""
"a0Y1i000004PdNeEAK","a0I1i000004MOHeEAO","Programme Unit","Bridge funding for FSPs Santa Cruz, Plan 4000, and Tiquipaya in Bolivia","a0i1i000002i5L4AAI",""
"a0Y1i000004PdNgEAK","a0I1i000004MNzqEAG","Programme Unit","Co-funding for RECORDE project (activities in Mali)","a0i1i000002i5RyAAI",""
"a0Y1i000004PdPOEA0","a0I1i000004MNwlEAG","Programme Unit","Co-funding for NORAD-funded project in Malawi","a0i1i000002i5XzAAI",""
"a0Y1i000004PdPPEA0","a0I1i000004MOgkEAG","Programme Unit","Educational activities for children in FSP","a0i1i000002i5ONAAY",""
"a0Y1i000004PdPQEA0","a0I1i000004MOgkEAG","Programme Unit","Healty life - the manual - SOS Poland","a0i1i000002i5OVAAY",""
"a0Y1i000004PdPREA0","a0I1i000004MP2YEAW","Programme Unit","Promoting Sustianable Social and Economic Development of vulnerable families","a0i1i000002i57HAAQ",""
"a0Y1i000004PdPVEA0","a0I1i000004MNqqEAG","Programme Unit","EduCare 1.0 Youth Education Program: Education for children - Bahir Dar, ET","a0i1i000002i5XtAAI",""
"a0Y1i000004PdPWEA0","a0I1i000004MOLdEAO","Programme Unit","Towards the end of Violence: Gender Equality and Empowerment of women and girls","a0i1i000002i598AAA",""
"a0Y1i000004PdPXEA0","a0I1i000004MOSHEA4","Programme Unit","Community mobilization for education Atakpamé, Togo","a0i1i000002i5KcAAI",""
"a0Y1i000004PdPZEA0","a0I1i000004MOi0EAG","Programme Unit","Developing professional network of NGOs in the field of violence prevention","a0i1i000002i5F8AAI",""
"a0Y1i000004PdPaEAK","a0I1i000004MNrZEAW","Programme Unit","Partnership for Advanced Care and Treatment","a0i1i000002i5QsAAI",""
"a0Y1i000004PdPJEA0","a0I1i000004MOdjEAG","Programme Unit","Running costs FSP in Brno 2017 - SOS Czech Republic","a0i1i000002i5N5AAI",""
"a0Y1i000004PdPKEA0","a0I1i000004MOdjEAG","Programme Unit","Personal costs of FSP in Brno 2017 - SOS Czech Republic","a0i1i000002i5R9AAI",""
"a0Y1i000004PdPLEA0","a0I1i000004MOd6EAG","Programme Unit","Care Alternative Response Empowerment-SOS Belarus","a0i1i000002i5AsAAI",""
"a0Y1i000004PdPMEA0","a0I1i000004MOdHEAW","Programme Unit","Social Center Happy Baby Minsk: stabilization of families in an acute crisis","a0i1i000002i5ULAAY",""
"a0Y1i000004PdSCEA0","a0I1i000004MOg4EAG","Programme Unit","Emergency Response Project - SOS Macedonia","a0i1i000002i5OGAAY",""
"a0Y1i000004PdSDEA0","a0I1i000004MOg4EAG","Programme Unit","Support to Emergency Response Project 2017 - SOS Macedonia","a0i1i000002i5RiAAI",""
"a0Y1i000004PdSFEA0","a0I1i000004MO4XEAW","Programme Unit","EP Haiti","a0i1i000002i5IwAAI",""
"a0Y1i000004PdSGEA0","a0I1i000004MOfUEAW","Programme Unit","H107 - European Refugee Crisis Response Project in Hungary","a0i1i000002i5IoAAI",""
"a0Y1i000004PdSHEA0","a0I1i000004MOfUEAW","Programme Unit","Support for asylum seeking families, protected families, unaccompanied minors","a0i1i000002i5NMAAY",""
"a0Y1i000004PdSIEA0","a0I1i000004MNqyEAG","Programme Unit","Rural Water Security, Sanitation and Hygiene Project","a0i1i000002i5JKAAY",""
"a0Y1i000004PdSJEA0","a0I1i000004MO4DEAW","Programme Unit","Emergency relief for Haiti after Hurricane Matthew","a0i1i000002i5JEAAY",""
"a0Y1i000004PdSKEA0","a0I1i000004MNr2EAG","Programme Unit","Enhancing social and economic stability of drought-affected households in Gode","a0i1i000002i57pAAA",""
"a0Y1i000004PdSLEA0","a0I1i000004MP2vEAG","Programme Unit","Psychosocial support for refugee children and youth","a0i1i000002i59aAAA",""
"a0Y1i000004PdSMEA0","a0I1i000004MP2vEAG","Programme Unit","Mental and Psychosocial support for target populations in Northern Iraq","a0i1i000002i5ALAAY",""
"a0Y1i000004PdSNEA0","a0I1i000004MP2vEAG","Programme Unit","Improving access to education for affected populations in Dohuk","a0i1i000002i5BhAAI",""
"a0Y1i000004PdSOEA0","a0I1i000004MOQLEA4","Programme Unit","Diffa Emergency Response Project - GAC Phase II","a0i1i000002i58gAAA",""
"a0Y1i000004PdSPEA0","a0I1i000004MOQLEA4","Programme Unit","EP Diffa III - Global Affairs Canada","a0i1i000002i5IvAAI",""
"a0Y1i000004PdSQEA0","a0I1i000004MOQLEA4","Programme Unit","Emergency response project in Niger/Diffa","a0i1i000002i5IyAAI",""
"a0Y1i000004PdSREA0","a0I1i000004MOxEEAW","Programme Unit","Support to refugee youth in Italy through vocational training","a0i1i000002i5AXAAY",""
"a0Y1i000004PdSSEA0","a0I1i000004MOxEEAW","Programme Unit","Extension of EP Crotone to Calabria and Sicilia","a0i1i000002i5BYAAY",""
"a0Y1i000004PdSTEA0","a0I1i000004MOJmEAO","Programme Unit","EIB Support for the ERP Colombia","a0i1i000002i5JDAAY",""
"a0Y1i000004PdSBEA0","a0I1i000004MOg4EAG","Programme Unit","Emergency Response Project - SOS Macedonia","a0i1i000002i5OEAAY",""
"a0Y1i000004qYpKEAU","a0I1i000004MM8zEAG","Country","Integrated intervention to save lives and restore livelihood in Somali region","a0i1i000002i5DaAAI",""
"a0Y1i000004qYpUEAU","a0I1i000004MM9fEAG","Country","Programme de protection de l'enfance et de la jeunesse dans la région de Mopti","a0i1i000002i5EkAAI",""
"a0Y1i0000056SOEEA2","a0I1i000004MM8lEAG","Country","Centro de Desarrollo Familiar: por la protección de los niños, niñas, adolescent","a0i1i000002iHOCAA2",""
"a0Y1i0000056bDUEAY","a0I1i000004MM8REAW","Country","MoneyForLife - SOS Belarus","a0i1i000002i5MAAAY",""
"a0Y1i0000056bDZEAY","a0I1i000004MM8REAW","Country","LifeGuide - SOS Belarus","a0i1i000002i5M9AAI",""
"a0Y1i0000056bDeEAI","a0I1i000004MM8REAW","Country","Two sides of motherhood - SOS Belarus","a0i1i000002i5M8AAI",""
"a0Y1i0000056bDjEAI","a0I1i000004MM8REAW","Country","""WOMEN EMPOWERMENT: WE know WE can WE do - SOS Belarus","a0i1i000002i5M7AAI",""
"a0Y1i0000056bOwEAI","a0I1i000004MOdHEAW","Programme Unit","You are not alone - We are together","a0i1i000002i5GbAAI",""
"a0Y1i0000056bP1EAI","a0I1i000004MM8QEAW","Country","Ensuring sustainable livelihood for disadvantaged youths and women in the Khulna","a0i1i000002iIgSAAU",""
"a0Y1i0000056cczEAA","a0I1i000004MM9sEAG","Country","Projet de Renforcement Familial Kantché","a0i1i000002iIxJAAU",""
"a0Y1i0000056dUIEAY","a0I1i000004MO7mEAG","Programme Unit","FS Luang Prabang","a0i1i000002iJ0DAAU",""
"a0Y1i0000056dWYEAY","a0I1i000004MMAAEA4","Country","SOS Covid Emergency – protecting mental health and psychosocial wellbeing of adu","a0i1i000002iJ16AAE",""
"a0Y1i0000056jCVEAY","a0I1i000004MM9zEAG","Country","World Bank: Providing for the core needs of children in SOS Bethlehem Village","a0i1i000002iJYeAAM",""
"a0Y1i0000056nAOEAY","a0I1i000004MORdEAO","Programme Unit","Improved Work Readiness for TVET students in Rwanda","a0i1i000002i57RAAQ",""
"a0Y1i0000056nATEAY","a0I1i000004MORcEAO","Programme Unit","Building Mental Health Competencies for Supporting Vulnerable Children and Youth","a0i1i000002i5KjAAI",""
"a0Y1i0000056jGmEAI","a0I1i000004MM8tEAG","Country","InterCommunicArt: Intercultural project of virtual exchange through art and comm","a0i1i000002iJcbAAE",""
"a0Y1i0000056lM8EAI","a0I1i000004MvZfEAK","Country","Nexus project in Jordan","a0i1i000002iJj3AAE",""
"a0Y1i0000056m7sEAA","a0I1i000006VmKNEA0","Programme Unit","Semi-structured mentorship program for care leavers in Stockholm","a0i1i000002i56mAAA",""
"a0Y1i0000056m7tEAA","a0I1i000006VmKGEA0","Programme Unit","Support in family reunification processes of Third Country Nationals","a0i1i000002i5H5AAI",""
"a0Y1i0000056m9tEAA","a0I1i000004MO9JEAW","Programme Unit","Family Strengthening Programme in Calbayog and Tacloban, Philippines","a0i1i000002i5DVAAY",""
"a0Y1i0000056m9yEAA","a0I1i000004MO9IEAW","Programme Unit","Family Strengthening Programme in Calbayog and Tacloban, Philippines","a0i1i000002i5DVAAY",""
"a0Y1i0000056mA8EAI","a0I1i000006VmKFEA0","Programme Unit","Bushullo Child Development, Ethiopia","a0i1i000002i5H8AAI",""
"a0Y1i0000056mADEAY","a0I1i000004MOR3EAO","Programme Unit","Reducing Child Vulnerability through Youth, Family and Community Empowerment","a0i1i000002i56uAAA",""
"a0Y1i0000056mAcEAI","a0I1i000004MOcDEAW","Programme Unit","Integration of Syrian Armenian families displaced from Syria in Armenian society","a0i1i000002i5VfAAI",""
"a0Y1i0000056mBLEAY","a0I1i000004MNwwEAG","Programme Unit","Constructing Jobs, Building Lives","a0i1i000002i5QWAAY",""
"a0Y1i0000056nAYEAY","a0I1i000004MM8LEAW","Country","Invertir en la infancia: romper el ciclo de las desventajas","a0i1i000002iJsPAAU",""
"a0Y1i000004PdLtEAK","a0I1i000004MOVFEA4","Programme Unit","Jóvenes en Acción con Scotia Bank","a0i1i000002i57VAAQ",""
"a0Y1i000004PdLjEAK","a0I1i000004MOVhEAO","Programme Unit","Jóvenes en Acción con Scotia Bank","a0i1i000002i57VAAQ",""
"a0Y1i000004PdLkEAK","a0I1i000004MOVREA4","Programme Unit","Jóvenes en Acción con Scotia Bank","a0i1i000002i57VAAQ",""
"a0Y1i000004PdLmEAK","a0I1i000004MOhwEAG","Programme Unit","Always Nearby","a0i1i000002i58uAAA",""
"a0Y1i000004PdLnEAK","a0I1i000004MOhwEAG","Programme Unit","Always Nearby","a0i1i000002i58vAAA",""
"a0Y1i000004PdLoEAK","a0I1i000004MOhwEAG","Programme Unit","Personal supervision of youth leaving different forms of care","a0i1i000002i590AAA",""
"a0Y1i000004PdLpEAK","a0I1i000004MOhwEAG","Programme Unit","A practical model of provision long-term support for youth leaving altern. care","a0i1i000002i5B7AAI",""
"a0Y1i000004PdLqEAK","a0I1i000004MOVkEAO","Programme Unit","Jóvenes en Acción con Scotia Bank","a0i1i000002i57VAAQ",""
"a0Y1i000004PdLrEAK","a0I1i000004MOV2EAO","Programme Unit","Jóvenes en Acción con Scotia Bank","a0i1i000002i57VAAQ",""
"a0Y1i000004PdLsEAK","a0I1i000004MOgaEAG","Programme Unit","Phoenix - a comprehensive program for people leaving care","a0i1i000002i5OUAAY",""
"a0Y1i000004PdMYEA0","a0I1i000004MNzcEAG","Programme Unit","Améliorer les cond. de vie des enfants et des jeunes sans protection familiale","a0i1i000002i5VgAAI",""
"a0Y1i000004PdMZEA0","a0I1i000004MNylEAG","Programme Unit","Installation de panneaux solaires CV Draria","a0i1i000002i5UzAAI",""
"a0Y1i000004PdMaEAK","a0I1i000004MNzbEAG","Programme Unit","Projet Mouwakaba pour l'amélioration des condition des Jeunes avant et après 18","a0i1i000002i5UlAAI",""
"a0Y1i000004PdMbEAK","a0I1i000004MO37EAG","Programme Unit","SOS Alternative Family Care","a0i1i000002i5EwAAI",""
"a0Y1i000004PdMXEA0","a0I1i000004MNzcEAG","Programme Unit","Projet Mouwakaba pour l'amélioration des condition des Jeunes avant et après 18","a0i1i000002i5UlAAI",""
"a0Y1i000004PdNkEAK","a0I1i000004MP2ZEAW","Programme Unit","Promoting Sustianable Social and Economic Development of vulnerable families","a0i1i000002i57HAAQ",""
"a0Y1i000004PdNlEAK","a0I1i000004MOJkEAO","Programme Unit","Child protection and risk management to mitigate the effects of violence","a0i1i000002i5K7AAI",""
"a0Y1i000004PdNmEAK","a0I1i000004MOdhEAG","Programme Unit","Running costs of FSP in Prerov 2016 - SOS Czech Republic","a0i1i000002i5MaAAI",""
"a0Y1i000004PdNnEAK","a0I1i000004MOdhEAG","Programme Unit","Running costs of FSP in Prerov 2014 - SOS Czech Republic","a0i1i000002i5ZRAAY",""
"a0Y1i000004PdNoEAK","a0I1i000004MOdhEAG","Programme Unit","Costs of FSP in Prerov 2015 - SOS Czech Republic","a0i1i000002i5b8AAA",""
"a0Y1i000004PdNjEAK","a0I1i000004MOgFEAW","Programme Unit","SOS RIGA family Competence and resource center - SOS Latvia","a0i1i000002i5bBAAQ",""
"a0Y1i000004PdNqEAK","a0I1i000004MOI9EAO","Programme Unit","Bridge funding for FSPs Santa Cruz, Plan 4000, and Tiquipaya in Bolivia","a0i1i000002i5L4AAI",""
"a0Y1i000004PdNrEAK","a0I1i000004MOI9EAO","Programme Unit","Children's rights in District 12 in Santa Cruz","a0i1i000002i5XxAAI",""
"a0Y1i000004PdNsEAK","a0I1i000004MOfiEAG","Programme Unit","Pivasiunai Children Day Centre ""Support for Family"" - SOS Lithuania","a0i1i000002i5NnAAI",""
"a0Y1i000004PdNtEAK","a0I1i000004MOfiEAG","Programme Unit","Support for Family - SOS Lithuania","a0i1i000002i5bGAAQ",""
"a0Y1i000004PdPcEAK","a0I1i000004MNs7EAG","Programme Unit","Co-funding for the the ECHO Somalia Mother and Child Programme 2020-2021","a0i1i000002i5HNAAY",""
"a0Y1i000004PdPdEAK","a0I1i000004MNs7EAG","Programme Unit","2020 Health and Nutrition Consortium in Somalia: SOS Mother and Child Health","a0i1i000002i5HfAAI",""
"a0Y1i000004PdPfEAK","a0I1i000004MNsBEAW","Programme Unit","Co-funding for the the ECHO Somalia Mother and Child Programme 2020-2021","a0i1i000002i5HNAAY",""
"a0Y1i000004PdPgEAK","a0I1i000004MNsBEAW","Programme Unit","2020 Health and Nutrition Consortium in Somalia: SOS Mother and Child Health","a0i1i000002i5HfAAI",""
"a0Y1i000004PdPhEAK","a0I1i000004MNs7EAG","Programme Unit","SOS CVI Mother and Child Health Care Programme 2017","a0i1i000002i570AAA",""
"a0Y1i000004PdPiEAK","a0I1i000004MNs7EAG","Programme Unit","SOS CVI Mother and Child Health Care Programme 2018-2019","a0i1i000002i599AAA",""
"a0Y1i000004PdPjEAK","a0I1i000004MNs7EAG","Programme Unit","Co-funding for the the ECHO Somalia Mother and Child Programme 2018","a0i1i000002i59SAAQ",""
"a0Y1i000004PdPkEAK","a0I1i000004MNs7EAG","Programme Unit","Co-funding for the the ECHO Somalia Mother and Child Programme 2018","a0i1i000002i5BfAAI",""
"a0Y1i000004PdPlEAK","a0I1i000004MNs7EAG","Programme Unit","SOS CVI's Mother and Child Health Care Programme, Somalia 2013","a0i1i000002i5ISAAY",""
"a0Y1i000004PdPmEAK","a0I1i000004MNs7EAG","Programme Unit","SOS Emergency Mother and Child Health Care Programme 2012","a0i1i000002i5ITAAY",""
"a0Y1i000004PdPnEAK","a0I1i000004MNs7EAG","Programme Unit","SOS Emergency Care Paediatrics and Maternity Hospital, Somalia 2011-2012","a0i1i000002i5IUAAY",""
"a0Y1i000004PdPoEAK","a0I1i000004MNs7EAG","Programme Unit","SOS Emergency Paediatric and Maternity Care 2010-2011","a0i1i000002i5IVAAY",""
"a0Y1i000004PdPpEAK","a0I1i000004MNs7EAG","Programme Unit","SOS Emergency Care Paediatric and Maternity Hospital, Somalia 2009-2010","a0i1i000002i5IWAAY",""
"a0Y1i000004PdPqEAK","a0I1i000004MNs7EAG","Programme Unit","SOS CVI Mother and Child Health Care Programme 2014","a0i1i000002i5IXAAY",""
"a0Y1i000004PdPrEAK","a0I1i000004MNs7EAG","Programme Unit","SOS CVI Mother and Child Health Care Programme 2015","a0i1i000002i5IfAAI",""
"a0Y1i000004PdPsEAK","a0I1i000004MNs7EAG","Programme Unit","SOS CVI's Mother and Child Health Care Programme, Somalia 2016","a0i1i000002i5JBAAY",""
"a0Y1i000004PdPtEAK","a0I1i000004MNxkEAG","Programme Unit","USAID Discover Health Project","a0i1i000002i59RAAQ",""
"a0Y1i000004PdPuEAK","a0I1i000004MOSQEA4","Programme Unit","Medical Centre Bangui","a0i1i000002i58KAAQ",""
"a0Y1i000004PdSUEA0","a0I1i000004MO2REAW","Programme Unit","Education in Emergencies Project for EP Lebanon","a0i1i000002i59UAAQ",""
"a0Y1i000004PdSVEA0","a0I1i000004MO2VEAW","Programme Unit","Emergency support of vulnerable children and families in Bekaa region","a0i1i000002i597AAA",""
"a0Y1i000004PdSXEA0","a0I1i000004MO31EAG","Programme Unit","Temporary Shelter, Aleppo","a0i1i000002i5IdAAI",""
"a0Y1i000004PdSYEA0","a0I1i000004MOg6EAG","Programme Unit","Social inclusion and economic empowerment of youngsters and young parents","a0i1i000002i5agAAA",""
"a0Y1i000004PdSaEAK","a0I1i000004MNs9EAG","Programme Unit","Co-funding for the the ECHO Somalia Mother and Child Programme 2020-2021","a0i1i000002i5HNAAY",""
"a0Y1i000004PdSbEAK","a0I1i000004MNs9EAG","Programme Unit","2020 Health and Nutrition Consortium in Somalia: SOS Mother and Child Health","a0i1i000002i5HfAAI",""
"a0Y1i000004PdSdEAK","a0I1i000004MNsgEAG","Programme Unit","Strengthening Quality Education and Equal Access to Primary Education in Iringa","a0i1i000002i5GoAAI",""
"a0Y1i000004PdSeEAK","a0I1i000004MOY0EAO","Programme Unit","Padres Afectivos, Niñas y Niños Felices","a0i1i000002i5EKAAY",""
